x,y,z
0.0009525,-0.03227401003,0.0002285999999985
0.0009518449664604924,-0.0320915990740429,0.0002285786303483956
0.000949855175653456,-0.0319092135400429,0.000228572511561359
0.000946509988093234,-0.0317270032778296,0.0002285747938692873
0.0009418610997526916,-0.0315450818445209,0.00022857544860511664
0.0009358425952682902,-0.0313635028557977,0.0002285890669127557
0.0009284441180915248,-0.0311824029846218,0.0002285910659756545
0.0009196869918134084,-0.0310018250538327,0.00022858167823279948
0.0009095200056203068,-0.0308218423519347,0.00022858907084180217
0.0008979463509569466,-0.0306425816374477,0.00022858576695106527
0.0008849431404320206,-0.0304641136584662,0.0002285770898599488
0.0008704729997323028,-0.0302865258024819,0.00022858328706680493
0.0008545230804700502,-0.0301099174489606,0.00022858670124140332
0.0008370288939399224,-0.0299343648671722,0.00022858214300824472
0.0008179925619982839,-0.0297599477954807,0.0002285849375661446
0.0007973489922595033,-0.0295867372138367,0.0002285918725499112
0.0007750613230170786,-0.0294147953956473,0.00022859121672328387
0.0007510959906696278,-0.0292442081791626,0.00022858585893019849
0.0007253925059725818,-0.0290750169779171,0.00022858374711685897
0.0006979185745448206,-0.0289072782470881,0.00022858793472091296
0.0006686189702095268,-0.0287410584828013,0.0002285826677539692
0.0006374137754473399,-0.0285763658458347,0.00022857343447531825
0.0006042857491389062,-0.0284132582163947,0.00022856514536090196
0.0005691974786370105,-0.0282517371134714,0.00022856510543655263
0.000532083777103237,-0.0280918452288537,0.000228563123209466
0.000492910014410908,-0.0279335969541174,0.0002285612793176213
0.0004516312519192076,-0.0277770039215544,0.00022856007170116743
0.0004082032351896686,-0.0276220778927367,0.00022856001587294783
0.0003625990973479885,-0.0274688203351667,0.0002285604206262184
0.00031479124985644275,-0.0273172359576893,0.00022856207679093396
0.0002647345993075737,-0.027167318748635,0.0002285618901285385
0.0002123985406664096,-0.0270190713177315,0.00022856081951030832
0.0001577537523968608,-0.0268724859910327,0.00022856215566632247
0.00010077355786329574,-0.0267275542768821,0.00022856095975958636
4.1429780518001216e-05,-0.0265842658321981,0.0002285596227396625
-2.0301906728726784e-05,-0.0264426177645144,0.0002285608379101894
-8.445305895120884e-05,-0.026302602188766,0.00022855836469509337
-0.0001510507334041232,-0.0261642130602523,0.00022855779387231467
-0.00022012333285554816,-0.0260274383427958,0.00022855822259537124
-0.0002916978670143853,-0.025892273591074,0.00022855745294552915
-0.0003658076305046336,-0.0257586947463027,0.0002285584793992164
-0.0004424721905409734,-0.0256267102728661,0.0002285531311862678
-0.000521732188448229,-0.0254963073343257,0.00022855215171974487
-0.0006036232818346567,-0.0253674844468971,0.00022855245078782203
-0.0006881932919723284,-0.0252402352093063,0.00022855436155348093
-0.0007754909744570975,-0.0251145585766009,0.0002285562552112305
-0.000865561057519495,-0.0249904538665456,0.00022855747780331303
-0.000958491908105317,-0.0248679140053071,0.00022855632705095848
-0.001054351153307,-0.0247469314858076,0.00022855755060751585
-0.0011532577394404,-0.0246274863324744,0.00022855189119149445
-0.001255333397459,-0.0245095446193038,0.0002285505381327474
-0.0013607075235266,-0.024393027958793,0.00022856157247426096
-0.0014695578522357,-0.0242778276116687,0.0002285581404053536
-0.0015820326358202,-0.0241637637436226,0.00022855146086197216
-0.0016982632128692,-0.0240505877179607,0.00022854692812416828
-0.0018182728396643,-0.0239379836634014,0.0002285542553251981
-0.0019418939959712,-0.0238255467996913,0.00022858297435949596
-0.002068925067905,-0.0237130838110775,0.0002285856031257214
-0.0021988618576078,-0.0236002432057338,0.00022858552435509597
-0.0023309010393203,-0.0234873287127721,0.0002286265374048041
-0.0024641689277378,-0.0233746344379292,0.00022855877271728652
-0.0025978022698536,-0.0232631972498882,0.0002285425808396866
-0.0027316393772159,-0.0231546078862932,0.00022857485950221544
-0.0028659121784561,-0.0230507143393518,0.0002286617969889985
-0.0030015777924103,-0.0229535332781125,0.0002287560300323036
-0.0031412943458441,-0.0228647326445306,0.0002287651201854852
-0.0032892308723657,-0.0227852331790899,0.00022868455535101173
-0.0034519829625739,-0.0227128505111104,0.0002290232461125696
-0.0036372463467823,-0.0226417294426869,0.00022874435460318708
-0.0038485505134754,-0.022557959048641,0.0002285807051039559
-0.004079131402669,-0.0224409175233375,0.0002288517173162736
-0.0043047242542093,-0.0222809497285801,0.000228651290984003
-0.004497081571585,-0.0220883559832449,0.00022863608184021424
-0.0046462924940665,-0.0218896119525963,0.00022854067349102795
-0.0047605512400058,-0.0217055011140153,0.00022858787112889557
-0.0048554171401873,-0.0215430534876555,0.0002286479402872584
-0.0049434111027537,-0.0214008747422935,0.00022863040904869163
-0.0050311624294745,-0.0212739833515979,0.00022885029501250995
-0.0051214523290337,-0.0211575864271056,0.0002288847773366819
-0.0052144437303492,-0.0210481791561957,0.0002289328186410026
-0.0053107178658483,-0.020942142193833,0.0002292559999417567
-0.0054082797014151,-0.020837854902255,0.00022949739613173427
-0.0055086140550946,-0.0207318510452996,0.00023225266167609183
-0.0056133810514794,-0.0206261905527773,0.0002482512910830799
-0.0056917289410628,-0.0205156275895697,0.00029734148343266235
-0.0057357594023233,-0.0204070009572763,0.00034924437382504315
-0.005762989799695,-0.0202956112655337,0.0003814311412089925
-0.0057867581540282,-0.0201773648987286,0.000401192275536374
-0.0058203853711863,-0.0200547946988139,0.0004174650206422457
-0.0058728338945153,-0.0199299038053813,0.0004289560281387794
-0.0059400946795374,-0.0198026144003441,0.0004356060368540417
-0.0060240697910499,-0.0196764705323099,0.0004402193377211497
-0.0061247931973119,-0.0195547912105048,0.00044199776546059873
-0.006240229652811,-0.0194407706847482,0.0004436298075079333
-0.0063662229696553,-0.0193378484479614,0.000444287095758899
-0.0064988466782873,-0.0192480261234855,0.0004445155346404484
-0.0066318481975934,-0.0191700680401839,0.0004445951005424353
-0.0067618247737101,-0.0191016477398295,0.0004443865909338769
-0.0068846740721636,-0.0190390025047941,0.0004442675108977107
-0.007001731019199,-0.018977190923031,0.0004438414814471517
-0.0071113086389251,-0.01891354177642,0.00044455532970720274
-0.0072166701968947,-0.0188443746438059,0.0004445831295287156
-0.0073198853745532,-0.0187698835283176,0.00044462427907682265
-0.007423276289657,-0.018689268876994,0.0004445375766598128
-0.0075293621059389,-0.0186019825865106,0.0004444597898818092
-0.0076401255506176,-0.0185092557996855,0.00044446806343228834
-0.0077576450704822,-0.0184123350871127,0.0004444875276839705
-0.0078828298820322,-0.018314467234419,0.00044466158362975006
-0.0080157851094791,-0.0182176843948525,0.00044451666671556383
-0.0081544317008242,-0.0181246820114087,0.0004447202595284976
-0.008295632636108,-0.0180372761687846,0.0004447890041389002
-0.0084355136409124,-0.0179543107408908,0.0004446064513633677
-0.0085721129519534,-0.0178746576263004,0.0004445334837715653
-0.0087037539944233,-0.0177947852400823,0.0004442774952387188
-0.0088304463980852,-0.0177118704822795,0.0004441586814369135
-0.0089533285751896,-0.0176233609479013,0.0004442564521490841
-0.0090749454339759,-0.0175275736026403,0.0004442586749281061
-0.0091986495870728,-0.0174238450516224,0.00044435892249632505
-0.0093274015250074,-0.0173124111131586,0.0004443668324740683
-0.0094640695366784,-0.0171954088148693,0.0004445689949574759
-0.0096108188970337,-0.0170771084988876,0.00044428687789848135
-0.0097658657428938,-0.0169615419377666,0.0004442026975459509
-0.0099259307492366,-0.0168527408435299,0.0004444707920731197
-0.0100849456761471,-0.0167508376898133,0.00044471626345189046
-0.0102382182743137,-0.0166532448825752,0.0004449086708127549
-0.0103844116745764,-0.0165560609430585,0.0004448437264750156
-0.0105225091066927,-0.0164540825929736,0.00044518164638569606
-0.0106560019190895,-0.0163437074892099,0.000445288773424444
-0.0107883178147474,-0.0162226407696769,0.0004453277312032649
-0.010925022742505,-0.0160907181117916,0.0004455603139525289
-0.0110708699316146,-0.0159507207966071,0.00044554639389335663
-0.0112292544116627,-0.0158083529956453,0.000445258239950764
-0.01139813397871,-0.0156714049054608,0.00044532164057012834
-0.0115706643478785,-0.015544395050437,0.0004453203665240145
-0.0117388255660313,-0.0154264310491926,0.0004453243415623808
-0.0118969608281098,-0.0153129281348602,0.0004453005654005674
-0.0120437597392506,-0.015197000077702,0.000445316931595048
-0.0121816297578533,-0.0150728874929865,0.00044528095092031725
-0.0123150558486331,-0.0149366568569952,0.0004452815896249543
-0.0124509312574343,-0.0147871188243756,0.0004451309629249514
-0.0125964482643858,-0.0146271416069526,0.0004451065665979384
-0.0127554685398764,-0.0144642037880316,0.0004450801393484842
-0.0129255574920535,-0.0143078432434194,0.0004451234628173621
-0.0130985044978766,-0.0141638460698294,0.00044516967824094776
-0.0132644805266357,-0.0140310612881007,0.0004450061830853245
-0.0134180904386769,-0.0139032327843692,0.00044492287476657547
-0.0135592445513332,-0.0137724193294103,0.0004448831807329759
-0.0136899014880521,-0.0136324127537182,0.0004447910740843201
-0.0138165979238964,-0.0134789755551759,0.00044507392044438893
-0.013947335139425,-0.0133133253040727,0.0004450839737370232
-0.0140884428331993,-0.0131391741262158,0.0004450737891736993
-0.0142422051424895,-0.0129661358960105,0.00044503971568737806
-0.0144035805263346,-0.0128030898172722,0.0004450551459179121
-0.0145631133362809,-0.0126526991780553,0.0004448757353834183
-0.0147133992276303,-0.0125125263192051,0.0004444777056055521
-0.0148510854450159,-0.0123747047883325,0.0004441983459066939
-0.0149764260773813,-0.0122333420659801,0.0004443512104141588
-0.0150939446157648,-0.0120826399587774,0.000444064633824788
-0.0152093833913454,-0.0119216385296412,0.00044437299520373567
-0.0153284719531406,-0.0117507253563433,0.0004445670687481377
-0.0154559751422829,-0.0115751917627135,0.0004447847162248856
-0.015592151615941,-0.011402866151443,0.0004447815052040432
-0.0157330342264618,-0.0112399829090219,0.0004449313872807308
