particle_index,current_scaled
369,0.19322886618565213
370,0.19324504623487443
371,0.408665994243213
380,0.2378089037936184
381,0.19032643516152667
382,0.19036168336243772
383,0.19039701247726432
384,0.1903629353712718
385,0.23785194107473123
390,0.237859800279623
391,0.19039719062265045
392,0.19036272750907582
393,0.1903270787751828
394,0.19030954517099358
395,0.2377717720030512
403,0.6340264360847258
404,0.2583818489209211
405,0.18752719441047627
406,0.18754102153746383
407,0.18752956477511357
408,0.1875219087600214
409,0.1875521652755637
410,0.18758128960334336
411,0.3996642692789143
413,0.6806124311121674
414,0.3283536805235818
415,0.18752092632006453
416,0.18746303286967103
417,0.1874969528566887
418,0.1875325185724456
419,0.1874919125713343
420,0.18745078737950008
421,0.25832148523461484
422,0.3294438556863162
423,0.8352370850611152
428,0.2782914893786245
429,0.18546275175724788
430,0.18543355587549404
431,0.18539633518990933
432,0.18542767136968333
433,0.1854662825185277
434,0.18547598077474337
435,0.18546681848474175
436,0.32450032937293544
440,0.23184696662497703
441,0.1854121041568556
442,0.18539259188621396
443,0.18538578008596293
444,0.1853941409791854
445,0.18540692857449811
446,0.18539414097918788
447,0.27794265785712957
452,1.221357831002641
453,0.1838622651400574
454,0.18386226481904194
455,0.1838622651400571
456,0.18385955431001974
457,0.18388053585710507
458,0.18389823356986323
459,0.1838811629908099
460,0.18386243462305174
461,0.6238811238972725
464,0.643756384022842
465,0.18388081263540262
466,0.18389832281011598
467,0.1838810588642024
468,0.18385989537717576
469,0.1838622651469056
470,0.18386226482075377
471,0.18386226514690546
472,0.4481603833140363
478,0.45633980024522264
479,0.18279792812680168
480,0.18279925520382304
481,0.18281255683631456
482,0.18280069544245817
483,0.18279792812680115
484,0.18280623023205111
485,0.27413490939805735
490,0.22848524504075013
491,0.1827979281268016
492,0.18279792812680118
493,0.18279792812680115
494,0.18279792812680137
495,0.18279792812680137
496,0.18279792812680043
497,0.8210983283720519
504,0.2729936171961958
505,0.1820228998434101
506,0.18204410264092669
507,0.18206505853541527
508,0.1820831511165094
509,0.18206568566911996
510,0.2731530566752433
514,0.44202275927333334
515,0.18206533531371275
516,0.18208330877450438
517,0.1820655815425123
518,0.18204472171704264
519,0.18202323958198707
520,0.18200966041540603
521,0.27297401710396757
526,0.9999288999886432
529,0.4161200247542254
530,0.1816114977000255
531,0.18162878059034926
532,0.18161446049220561
533,0.18159085145281775
534,0.18157245937464056
535,0.18157168423903214
536,0.6471786665181226
538,0.6562984794406008
539,0.1815716842390312
540,0.1815723717857888
541,0.18158385457616366
542,0.18157235555429088
543,0.18157168423903156
544,0.18157168423903192
545,0.18157168423903197
546,0.27238784557520107
552,0.9367669153637139
555,0.2267456331761548
556,0.18139650654077927
557,0.18140946927696977
558,0.18143307808403208
559,0.18145723512409515
560,0.27222175945943444
564,0.27209962072213706
565,0.18137795909957838
566,0.18136044857190195
567,0.18137771286581506
568,0.1813925320136185
569,0.18137561273280675
570,0.18135403900769387
571,0.18133246593488359
572,1.2918396539535224
578,0.5512148752300245
579,0.3397726599215674
580,0.2718200498648349
581,0.271837332728403
582,0.27182301264146025
583,0.2717994037493025
584,0.2717881988392261
585,0.6681564272777814
589,0.668155833698485
590,0.2717881988392261
591,0.27178707603243624
592,0.2717698337690074
593,0.27174897364482464
594,0.27172749185081524
595,0.2717066140744444
596,0.4754760674818849
