particle_index,current_scaled
28,1.9874209582648474
29,1.1351737990984263
30,1.135191729058257
31,1.1352056752716184
32,1.1351939219858442
33,1.13518973755381
34,1.6086347526522162
36,1.608674410243927
37,1.5113660410391125
38,1.5113045725014955
39,1.1352056752728632
40,1.1351937770024123
41,1.1351897375592137
42,1.135193422449256
43,1.1352056752701345
44,1.3237892407170186
45,1.9401916580137832
52,3.8587126106117333
53,0.7491346955186684
54,0.7492303257192847
55,0.7491346955187728
56,0.749030910602881
57,0.749116903853458
58,0.7492231776212468
59,0.7491206697560132
60,0.9381493743464239
61,2.1281105410624592
64,1.1229525109503582
65,0.7491185658915377
66,0.7492237135039351
67,0.7491200444816031
68,0.936582355534511
70,0.9368054036953699
71,1.127141447789555
72,5.496561107481673
77,1.8462273676598764
78,0.738495729120495
79,0.7385993289060991
80,0.7384957291205795
81,0.7384518045404381
82,0.7384867095537901
83,0.7385886067950641
84,0.738488843524747
85,1.1065129785557597
89,1.582188338603613
90,0.7384877916137139
91,0.7385894106163956
92,0.7384882194858168
93,0.7384337401584898
94,0.9257576599679856
95,0.7384157798709697
96,0.922997309673991
102,1.8147826460544543
103,0.7258963233700103
104,0.7258564776940449
105,0.725896323369958
106,0.7259482152038592
107,0.7259052191129545
108,0.7258608410843937
109,0.7259033361806558
110,1.5561436428449138
114,1.0901221493157889
115,0.7259043881022913
116,0.725854443305819
117,0.7258405378815106
118,0.7258405378815106
119,0.7258405378815106
120,0.7258484430685321
121,0.725840537881509
122,2.641468279991724
127,3.558612809274731
128,0.7117827560704494
129,0.7118305721345635
130,0.7117867406220251
131,0.7117747851182527
132,0.7117821688399063
133,0.7118269980495215
134,0.7117833614396035
135,1.0689512617621657
138,2.227021058536693
139,0.7118063532095847
140,0.7118941343354536
141,0.7119992847118364
142,0.7118956129702267
143,0.7117703480789317
144,0.7116529207125502
145,0.7116233714389775
146,0.7116233709365444
147,1.7790584266843017
153,1.0433543918159998
154,0.6963542609029127
155,0.6963542609029117
156,0.6963542608213359
157,0.6963542609029121
158,0.696354260902913
159,0.696354260902913
160,0.6963542608232385
161,1.0524828278174845
162,1.817381900535456
164,0.956552048529497
165,0.696354260902913
166,0.6963542609029144
167,0.696354260902913
168,0.6963542608227872
169,0.696354260902913
170,0.696354260902913
171,0.69635426090291
172,2.510080688315258
178,4.137269725641343
179,1.0097421339804036
180,1.0938947148258773
181,0.9274978915347195
182,0.679633818117785
183,0.8460873618769132
184,0.6797656315564142
185,0.6797904639362295
186,1.56933379610037
189,1.1888162930607042
190,0.6795193654585134
191,0.6795072361540613
192,0.6795186843965063
193,0.67955905633624
194,0.6795158431079062
195,0.6795072361540611
196,0.8488082666007888
207,0.9912682460369905
209,0.8262119361727495
210,0.8264477493065056
214,2.028429459832118
215,0.6609708797469865
216,0.6608629230325985
217,0.6608304684178168
