% Model,COMSOL_Bitter_Coils_01.mph,
% Version,COMSOL 6.3.0.335,
% Date,"Apr 25 2025, 18:08",
% Dimension,2,
% Nodes,2503,
% Expressions,1,
% Description,Surface,
x,z,Normal current density
-0.00238125,2.54E-04,6.61E+08
-0.002406055,2.29E-04,6.62E+08
-0.002430859,2.03E-04,6.63E+08
-0.002455664,1.78E-04,6.64E+08
-0.002331641,2.54E-04,6.59E+08
-0.002356445,2.29E-04,6.60E+08
-0.00238125,2.03E-04,6.61E+08
-0.002406055,1.78E-04,6.62E+08
-0.002306836,2.29E-04,6.58E+08
-0.002331641,2.03E-04,6.59E+08
-0.002356445,1.78E-04,6.60E+08
-0.002282031,2.03E-04,6.57E+08
-0.002306836,1.78E-04,6.58E+08
-0.002257227,1.78E-04,6.56E+08
-0.002207617,1.27E-04,6.54E+08
-0.002232422,1.02E-04,6.55E+08
-0.002257227,7.62E-05,6.56E+08
-0.002282031,5.08E-05,6.57E+08
-0.002306836,2.54E-05,6.58E+08
-0.002331641,-5.98E-15,6.59E+08
-0.002182813,1.02E-04,6.53E+08
-0.002207617,7.62E-05,6.54E+08
-0.002232422,5.08E-05,6.55E+08
-0.002257227,2.54E-05,6.56E+08
-0.002282031,-5.98E-15,6.57E+08
-0.002158008,7.62E-05,6.52E+08
-0.002182813,5.08E-05,6.53E+08
-0.002207617,2.54E-05,6.54E+08
-0.002232422,-5.98E-15,6.55E+08
-0.002133203,5.08E-05,6.51E+08
-0.002158008,2.54E-05,6.52E+08
-0.002182813,-5.98E-15,6.53E+08
-0.002108398,2.54E-05,6.50E+08
-0.002133203,-5.98E-15,6.51E+08
-0.002083594,-5.98E-15,6.49E+08
-0.002058789,2.54E-05,6.48E+08
-0.002033984,5.08E-05,6.47E+08
-0.00200918,7.62E-05,6.46E+08
-0.001984375,1.02E-04,6.45E+08
-0.00195957,1.27E-04,6.44E+08
-0.001934766,1.52E-04,6.42E+08
-0.002083594,5.08E-05,6.49E+08
-0.002058789,7.62E-05,6.48E+08
-0.002033984,1.02E-04,6.47E+08
-0.00200918,1.27E-04,6.46E+08
-0.001984375,1.52E-04,6.45E+08
-0.002108398,7.62E-05,6.50E+08
-0.002083594,1.02E-04,6.49E+08
-0.002058789,1.27E-04,6.48E+08
-0.002033984,1.52E-04,6.47E+08
-0.002133203,1.02E-04,6.51E+08
-0.002108398,1.27E-04,6.50E+08
-0.002083594,1.52E-04,6.49E+08
-0.002158008,1.27E-04,6.52E+08
-0.002133203,1.52E-04,6.51E+08
-0.002182813,1.52E-04,6.53E+08
-0.002083594,3.05E-04,6.49E+08
-0.002108398,2.79E-04,6.50E+08
-0.002133203,2.54E-04,6.51E+08
-0.002158008,2.29E-04,6.52E+08
-0.002182813,2.03E-04,6.53E+08
-0.002207617,1.78E-04,6.54E+08
-0.002058789,2.79E-04,6.48E+08
-0.002083594,2.54E-04,6.49E+08
-0.002108398,2.29E-04,6.50E+08
-0.002133203,2.03E-04,6.51E+08
-0.002158008,1.78E-04,6.52E+08
-0.002033984,2.54E-04,6.47E+08
-0.002058789,2.29E-04,6.48E+08
-0.002083594,2.03E-04,6.49E+08
-0.002108398,1.78E-04,6.50E+08
-0.00200918,2.29E-04,6.46E+08
-0.002033984,2.03E-04,6.47E+08
-0.002058789,1.78E-04,6.48E+08
-0.001984375,2.03E-04,6.44E+08
-0.00200918,1.78E-04,6.46E+08
-0.00195957,1.78E-04,6.43E+08
-0.002232422,2.03E-04,6.55E+08
-0.002207617,2.29E-04,6.54E+08
-0.002182813,2.54E-04,6.53E+08
-0.002158008,2.79E-04,6.52E+08
-0.002133203,3.05E-04,6.51E+08
-0.002257227,2.29E-04,6.56E+08
-0.002232422,2.54E-04,6.55E+08
-0.002207617,2.79E-04,6.54E+08
-0.002182813,3.05E-04,6.53E+08
-0.002282031,2.54E-04,6.57E+08
-0.002257227,2.79E-04,6.56E+08
-0.002232422,3.05E-04,6.55E+08
-0.002306836,2.79E-04,6.58E+08
-0.002282031,3.05E-04,6.57E+08
-0.002331641,3.05E-04,6.59E+08
-0.001909961,1.27E-04,6.41E+08
-0.001934766,1.02E-04,6.42E+08
-0.00195957,7.62E-05,6.43E+08
-0.001984375,5.08E-05,6.44E+08
-0.00200918,2.54E-05,6.45E+08
-0.002033984,-5.98E-15,6.47E+08
-0.001885156,1.02E-04,6.40E+08
-0.001909961,7.62E-05,6.41E+08
-0.001934766,5.08E-05,6.42E+08
-0.00195957,2.54E-05,6.43E+08
-0.001984375,-5.98E-15,6.44E+08
-0.001860352,7.62E-05,6.39E+08
-0.001885156,5.08E-05,6.40E+08
-0.001909961,2.54E-05,6.41E+08
-0.001934766,-5.98E-15,6.42E+08
-0.001835547,5.08E-05,6.38E+08
-0.001860352,2.54E-05,6.39E+08
-0.001885156,-5.98E-15,6.40E+08
-0.001810742,2.54E-05,6.37E+08
-0.001835547,-5.98E-15,6.38E+08
-0.001785938,-5.98E-15,6.36E+08
-0.001761133,2.54E-05,6.35E+08
-0.001736328,5.08E-05,6.34E+08
-0.001711523,7.62E-05,6.33E+08
-0.001686719,1.02E-04,6.32E+08
-0.001661914,1.27E-04,6.31E+08
-0.001637109,1.52E-04,6.30E+08
-0.001785938,5.08E-05,6.36E+08
-0.001761133,7.62E-05,6.35E+08
-0.001736328,1.02E-04,6.34E+08
-0.001711523,1.27E-04,6.33E+08
-0.001686719,1.52E-04,6.32E+08
-0.001810742,7.62E-05,6.37E+08
-0.001785938,1.02E-04,6.36E+08
-0.001761133,1.27E-04,6.35E+08
-0.001736328,1.52E-04,6.34E+08
-0.001835547,1.02E-04,6.38E+08
-0.001810742,1.27E-04,6.37E+08
-0.001785938,1.52E-04,6.36E+08
-0.001860352,1.27E-04,6.39E+08
-0.001835547,1.52E-04,6.38E+08
-0.001885156,1.52E-04,6.41E+08
-0.001909961,1.78E-04,6.41E+08
-0.001885156,2.03E-04,6.40E+08
-0.001860352,2.29E-04,6.39E+08
-0.001835547,2.54E-04,6.38E+08
-0.001810742,2.79E-04,6.37E+08
-0.001785938,3.05E-04,6.36E+08
-0.001934766,2.03E-04,6.42E+08
-0.001909961,2.29E-04,6.41E+08
-0.001885156,2.54E-04,6.40E+08
-0.001860352,2.79E-04,6.39E+08
-0.001835547,3.05E-04,6.38E+08
-0.00195957,2.29E-04,6.43E+08
-0.001934766,2.54E-04,6.42E+08
-0.001909961,2.79E-04,6.41E+08
-0.001885156,3.05E-04,6.40E+08
-0.001984375,2.54E-04,6.44E+08
-0.00195957,2.79E-04,6.43E+08
-0.001934766,3.05E-04,6.42E+08
-0.00200918,2.79E-04,6.45E+08
-0.001984375,3.05E-04,6.44E+08
-0.002033984,3.05E-04,6.46E+08
-0.001761133,2.79E-04,6.35E+08
-0.001785938,2.54E-04,6.36E+08
-0.001810742,2.29E-04,6.37E+08
-0.001835547,2.03E-04,6.38E+08
-0.001860352,1.78E-04,6.39E+08
-0.001736328,2.54E-04,6.34E+08
-0.001761133,2.29E-04,6.35E+08
-0.001785938,2.03E-04,6.36E+08
-0.001810742,1.78E-04,6.37E+08
-0.001711523,2.29E-04,6.33E+08
-0.001736328,2.03E-04,6.34E+08
-0.001761133,1.78E-04,6.35E+08
-0.001686719,2.03E-04,6.32E+08
-0.001711523,1.78E-04,6.33E+08
-0.001661914,1.78E-04,6.31E+08
-0.001612305,1.27E-04,6.29E+08
-0.001637109,1.02E-04,6.30E+08
-0.001661914,7.62E-05,6.31E+08
-0.001686719,5.08E-05,6.32E+08
-0.001711523,2.54E-05,6.33E+08
-0.001736328,-5.98E-15,6.34E+08
-0.0015875,1.02E-04,6.28E+08
-0.001612305,7.62E-05,6.29E+08
-0.001637109,5.08E-05,6.30E+08
-0.001661914,2.54E-05,6.31E+08
-0.001686719,-5.98E-15,6.32E+08
-0.001562695,7.62E-05,6.27E+08
-0.0015875,5.08E-05,6.28E+08
-0.001612305,2.54E-05,6.29E+08
-0.001637109,-5.98E-15,6.30E+08
-0.001537891,5.08E-05,6.26E+08
-0.001562695,2.54E-05,6.27E+08
-0.0015875,-5.98E-15,6.28E+08
-0.001513086,2.54E-05,6.25E+08
-0.001537891,-5.99E-15,6.26E+08
-0.001488281,-5.99E-15,6.24E+08
-0.001463477,2.54E-05,6.23E+08
-0.001438672,5.08E-05,6.22E+08
-0.001413867,7.62E-05,6.21E+08
-0.001389063,1.02E-04,6.20E+08
-0.001364258,1.27E-04,6.20E+08
-0.001339453,1.52E-04,6.19E+08
-0.001488281,5.08E-05,6.25E+08
-0.001463477,7.62E-05,6.24E+08
-0.001438672,1.02E-04,6.23E+08
-0.001413867,1.27E-04,6.22E+08
-0.001389063,1.52E-04,6.21E+08
-0.001513086,7.62E-05,6.26E+08
-0.001488281,1.02E-04,6.25E+08
-0.001463477,1.27E-04,6.24E+08
-0.001438672,1.52E-04,6.23E+08
-0.001537891,1.02E-04,6.27E+08
-0.001513086,1.27E-04,6.26E+08
-0.001488281,1.52E-04,6.25E+08
-0.001562695,1.27E-04,6.28E+08
-0.001537891,1.52E-04,6.27E+08
-0.0015875,1.52E-04,6.29E+08
-0.001488281,3.05E-04,6.24E+08
-0.001513086,2.79E-04,6.25E+08
-0.001537891,2.54E-04,6.26E+08
-0.001562695,2.29E-04,6.27E+08
-0.0015875,2.03E-04,6.28E+08
-0.001612305,1.78E-04,6.29E+08
-0.001463477,2.79E-04,6.23E+08
-0.001488281,2.54E-04,6.25E+08
-0.001513086,2.29E-04,6.26E+08
-0.001537891,2.03E-04,6.27E+08
-0.001562695,1.78E-04,6.28E+08
-0.001438672,2.54E-04,6.22E+08
-0.001463477,2.29E-04,6.24E+08
-0.001488281,2.03E-04,6.25E+08
-0.001513086,1.78E-04,6.26E+08
-0.001413867,2.29E-04,6.21E+08
-0.001438672,2.03E-04,6.23E+08
-0.001463477,1.78E-04,6.24E+08
-0.001389063,2.03E-04,6.20E+08
-0.001413867,1.78E-04,6.22E+08
-0.001364258,1.78E-04,6.19E+08
-0.001637109,2.03E-04,6.30E+08
-0.001612305,2.29E-04,6.29E+08
-0.0015875,2.54E-04,6.28E+08
-0.001562695,2.79E-04,6.27E+08
-0.001537891,3.05E-04,6.26E+08
-0.001661914,2.29E-04,6.31E+08
-0.001637109,2.54E-04,6.30E+08
-0.001612305,2.79E-04,6.29E+08
-0.0015875,3.05E-04,6.28E+08
-0.001686719,2.54E-04,6.32E+08
-0.001661914,2.79E-04,6.31E+08
-0.001637109,3.05E-04,6.30E+08
-0.001711523,2.79E-04,6.33E+08
-0.001686719,3.05E-04,6.32E+08
-0.001736328,3.05E-04,6.34E+08
-0.001314648,1.27E-04,6.18E+08
-0.001339453,1.02E-04,6.18E+08
-0.001364258,7.62E-05,6.19E+08
-0.001389063,5.08E-05,6.20E+08
-0.001413867,2.54E-05,6.21E+08
-0.001438672,-5.99E-15,6.22E+08
-0.001289844,1.02E-04,6.17E+08
-0.001314648,7.62E-05,6.18E+08
-0.001339453,5.08E-05,6.18E+08
-0.001364258,2.54E-05,6.19E+08
-0.001389063,-5.99E-15,6.20E+08
-0.001265039,7.62E-05,6.16E+08
-0.001289844,5.08E-05,6.17E+08
-0.001314648,2.54E-05,6.18E+08
-0.001339453,-5.99E-15,6.19E+08
-0.001240234,5.08E-05,6.15E+08
-0.001265039,2.54E-05,6.16E+08
-0.001289844,-5.99E-15,6.17E+08
-0.00121543,2.54E-05,6.14E+08
-0.001240234,-5.99E-15,6.15E+08
-0.001190625,-5.99E-15,6.13E+08
-0.00116582,2.54E-05,6.12E+08
-0.001141016,5.08E-05,6.11E+08
-0.001116211,7.62E-05,6.10E+08
-0.001091406,1.02E-04,6.09E+08
-0.001066602,1.27E-04,6.08E+08
-0.001041797,1.52E-04,6.07E+08
-0.001190625,5.08E-05,6.13E+08
-0.00116582,7.62E-05,6.12E+08
-0.001141016,1.02E-04,6.11E+08
-0.001116211,1.27E-04,6.10E+08
-0.001091406,1.52E-04,6.09E+08
-0.00121543,7.62E-05,6.14E+08
-0.001190625,1.02E-04,6.13E+08
-0.00116582,1.27E-04,6.12E+08
-0.001141016,1.52E-04,6.11E+08
-0.001240234,1.02E-04,6.15E+08
-0.00121543,1.27E-04,6.14E+08
-0.001190625,1.52E-04,6.13E+08
-0.001265039,1.27E-04,6.16E+08
-0.001240234,1.52E-04,6.15E+08
-0.001289844,1.52E-04,6.17E+08
-0.001314648,1.78E-04,6.18E+08
-0.001289844,2.03E-04,6.17E+08
-0.001265039,2.29E-04,6.16E+08
-0.001240234,2.54E-04,6.15E+08
-0.00121543,2.79E-04,6.14E+08
-0.001190625,3.05E-04,6.13E+08
-0.001339453,2.03E-04,6.18E+08
-0.001314648,2.29E-04,6.17E+08
-0.001289844,2.54E-04,6.17E+08
-0.001265039,2.79E-04,6.16E+08
-0.001240234,3.05E-04,6.15E+08
-0.001364258,2.29E-04,6.19E+08
-0.001339453,2.54E-04,6.18E+08
-0.001314648,2.79E-04,6.17E+08
-0.001289844,3.05E-04,6.17E+08
-0.001389063,2.54E-04,6.20E+08
-0.001364258,2.79E-04,6.19E+08
-0.001339453,3.05E-04,6.18E+08
-0.001413867,2.79E-04,6.21E+08
-0.001389063,3.05E-04,6.20E+08
-0.001438672,3.05E-04,6.22E+08
-0.00116582,2.79E-04,6.12E+08
-0.001190625,2.54E-04,6.13E+08
-0.00121543,2.29E-04,6.14E+08
-0.001240234,2.03E-04,6.15E+08
-0.001265039,1.78E-04,6.16E+08
-0.001141016,2.54E-04,6.11E+08
-0.00116582,2.29E-04,6.12E+08
-0.001190625,2.03E-04,6.13E+08
-0.00121543,1.78E-04,6.14E+08
-0.001116211,2.29E-04,6.10E+08
-0.001141016,2.03E-04,6.11E+08
-0.00116582,1.78E-04,6.12E+08
-0.001091406,2.03E-04,6.09E+08
-0.001116211,1.78E-04,6.10E+08
-0.001066602,1.78E-04,6.08E+08
-0.001016992,1.27E-04,6.06E+08
-0.001041797,1.02E-04,6.07E+08
-0.001066602,7.62E-05,6.08E+08
-0.001091406,5.08E-05,6.09E+08
-0.001116211,2.54E-05,6.10E+08
-0.001141016,-5.99E-15,6.11E+08
-9.92E-04,1.02E-04,6.06E+08
-0.001016992,7.62E-05,6.06E+08
-0.001041797,5.08E-05,6.07E+08
-0.001066602,2.54E-05,6.08E+08
-0.001091406,-5.99E-15,6.09E+08
-9.67E-04,7.62E-05,6.05E+08
-9.92E-04,5.08E-05,6.05E+08
-0.001016992,2.54E-05,6.06E+08
-0.001041797,-5.99E-15,6.07E+08
-9.43E-04,5.08E-05,6.04E+08
-9.67E-04,2.54E-05,6.04E+08
-9.92E-04,-5.99E-15,6.05E+08
-9.18E-04,2.54E-05,6.03E+08
-9.43E-04,-5.99E-15,6.04E+08
-8.93E-04,-5.99E-15,6.02E+08
-8.68E-04,2.54E-05,6.01E+08
-8.43E-04,5.08E-05,6.00E+08
-8.19E-04,7.62E-05,5.99E+08
-7.94E-04,1.02E-04,5.98E+08
-7.69E-04,1.27E-04,5.97E+08
-7.44E-04,1.52E-04,5.96E+08
-8.93E-04,5.08E-05,6.02E+08
-8.68E-04,7.62E-05,6.01E+08
-8.43E-04,1.02E-04,6.00E+08
-8.19E-04,1.27E-04,5.99E+08
-7.94E-04,1.52E-04,5.98E+08
-9.18E-04,7.62E-05,6.03E+08
-8.93E-04,1.02E-04,6.02E+08
-8.68E-04,1.27E-04,6.01E+08
-8.43E-04,1.52E-04,6.00E+08
-9.43E-04,1.02E-04,6.04E+08
-9.18E-04,1.27E-04,6.03E+08
-8.93E-04,1.52E-04,6.02E+08
-9.67E-04,1.27E-04,6.05E+08
-9.43E-04,1.52E-04,6.04E+08
-9.92E-04,1.52E-04,6.06E+08
-8.93E-04,3.05E-04,6.02E+08
-9.18E-04,2.79E-04,6.03E+08
-9.43E-04,2.54E-04,6.04E+08
-9.67E-04,2.29E-04,6.05E+08
-9.92E-04,2.03E-04,6.05E+08
-0.001016992,1.78E-04,6.06E+08
-8.68E-04,2.79E-04,6.01E+08
-8.93E-04,2.54E-04,6.02E+08
-9.18E-04,2.29E-04,6.03E+08
-9.43E-04,2.03E-04,6.04E+08
-9.67E-04,1.78E-04,6.05E+08
-8.43E-04,2.54E-04,6.00E+08
-8.68E-04,2.29E-04,6.01E+08
-8.93E-04,2.03E-04,6.02E+08
-9.18E-04,1.78E-04,6.03E+08
-8.19E-04,2.29E-04,5.99E+08
-8.43E-04,2.03E-04,6.00E+08
-8.68E-04,1.78E-04,6.01E+08
-7.94E-04,2.03E-04,5.98E+08
-8.19E-04,1.78E-04,5.99E+08
-7.69E-04,1.78E-04,5.97E+08
-0.001041797,2.03E-04,6.07E+08
-0.001016992,2.29E-04,6.06E+08
-9.92E-04,2.54E-04,6.05E+08
-9.67E-04,2.79E-04,6.04E+08
-9.43E-04,3.05E-04,6.04E+08
-0.001066602,2.29E-04,6.08E+08
-0.001041797,2.54E-04,6.07E+08
-0.001016992,2.79E-04,6.06E+08
-9.92E-04,3.05E-04,6.05E+08
-0.001091406,2.54E-04,6.09E+08
-0.001066602,2.79E-04,6.08E+08
-0.001041797,3.05E-04,6.07E+08
-0.001116211,2.79E-04,6.10E+08
-0.001091406,3.05E-04,6.09E+08
-0.001141016,3.05E-04,6.11E+08
-7.19E-04,1.27E-04,5.96E+08
-7.44E-04,1.02E-04,5.96E+08
-7.69E-04,7.62E-05,5.97E+08
-7.94E-04,5.08E-05,5.98E+08
-8.19E-04,2.54E-05,5.99E+08
-8.43E-04,-5.99E-15,6.00E+08
-6.95E-04,1.02E-04,5.95E+08
-7.19E-04,7.62E-05,5.95E+08
-7.44E-04,5.08E-05,5.96E+08
-7.69E-04,2.54E-05,5.97E+08
-7.94E-04,-5.99E-15,5.98E+08
-6.70E-04,7.62E-05,5.94E+08
-6.95E-04,5.08E-05,5.95E+08
-7.19E-04,2.54E-05,5.95E+08
-7.44E-04,-5.99E-15,5.96E+08
-6.45E-04,5.08E-05,5.93E+08
-6.70E-04,2.54E-05,5.94E+08
-6.95E-04,-5.99E-15,5.95E+08
-6.20E-04,2.54E-05,5.92E+08
-6.45E-04,-5.99E-15,5.93E+08
-5.95E-04,-5.99E-15,5.91E+08
-5.71E-04,2.54E-05,5.90E+08
-5.46E-04,5.08E-05,5.90E+08
-5.21E-04,7.62E-05,5.89E+08
-4.96E-04,1.02E-04,5.88E+08
-4.71E-04,1.27E-04,5.87E+08
-4.46E-04,1.52E-04,5.86E+08
-5.95E-04,5.08E-05,5.91E+08
-5.71E-04,7.62E-05,5.91E+08
-5.46E-04,1.02E-04,5.90E+08
-5.21E-04,1.27E-04,5.89E+08
-4.96E-04,1.52E-04,5.88E+08
-6.20E-04,7.62E-05,5.92E+08
-5.95E-04,1.02E-04,5.91E+08
-5.71E-04,1.27E-04,5.91E+08
-5.46E-04,1.52E-04,5.90E+08
-6.45E-04,1.02E-04,5.93E+08
-6.20E-04,1.27E-04,5.92E+08
-5.95E-04,1.52E-04,5.91E+08
-6.70E-04,1.27E-04,5.94E+08
-6.45E-04,1.52E-04,5.93E+08
-6.95E-04,1.52E-04,5.95E+08
-7.19E-04,1.78E-04,5.96E+08
-6.95E-04,2.03E-04,5.95E+08
-6.70E-04,2.29E-04,5.94E+08
-6.45E-04,2.54E-04,5.93E+08
-6.20E-04,2.79E-04,5.92E+08
-5.95E-04,3.05E-04,5.91E+08
-7.44E-04,2.03E-04,5.96E+08
-7.19E-04,2.29E-04,5.95E+08
-6.95E-04,2.54E-04,5.95E+08
-6.70E-04,2.79E-04,5.94E+08
-6.45E-04,3.05E-04,5.93E+08
-7.69E-04,2.29E-04,5.97E+08
-7.44E-04,2.54E-04,5.96E+08
-7.19E-04,2.79E-04,5.95E+08
-6.95E-04,3.05E-04,5.95E+08
-7.94E-04,2.54E-04,5.98E+08
-7.69E-04,2.79E-04,5.97E+08
-7.44E-04,3.05E-04,5.96E+08
-8.19E-04,2.79E-04,5.99E+08
-7.94E-04,3.05E-04,5.98E+08
-8.43E-04,3.05E-04,6.00E+08
-5.71E-04,2.79E-04,5.90E+08
-5.95E-04,2.54E-04,5.91E+08
-6.20E-04,2.29E-04,5.92E+08
-6.45E-04,2.03E-04,5.93E+08
-6.70E-04,1.78E-04,5.94E+08
-5.46E-04,2.54E-04,5.89E+08
-5.71E-04,2.29E-04,5.91E+08
-5.95E-04,2.03E-04,5.91E+08
-6.20E-04,1.78E-04,5.92E+08
-5.21E-04,2.29E-04,5.89E+08
-5.46E-04,2.03E-04,5.90E+08
-5.71E-04,1.78E-04,5.91E+08
-4.96E-04,2.03E-04,5.88E+08
-5.21E-04,1.78E-04,5.89E+08
-4.71E-04,1.78E-04,5.87E+08
-4.22E-04,1.27E-04,5.85E+08
-4.46E-04,1.02E-04,5.86E+08
-4.71E-04,7.62E-05,5.87E+08
-4.96E-04,5.08E-05,5.88E+08
-5.21E-04,2.54E-05,5.89E+08
-5.46E-04,-5.99E-15,5.89E+08
-3.97E-04,1.02E-04,5.85E+08
-4.22E-04,7.62E-05,5.85E+08
-4.46E-04,5.08E-05,5.86E+08
-4.71E-04,2.54E-05,5.87E+08
-4.96E-04,-5.99E-15,5.88E+08
-3.72E-04,7.62E-05,5.84E+08
-3.97E-04,5.08E-05,5.85E+08
-4.22E-04,2.54E-05,5.85E+08
-4.46E-04,-5.99E-15,5.86E+08
-3.47E-04,5.08E-05,5.83E+08
-3.72E-04,2.54E-05,5.84E+08
-3.97E-04,-5.99E-15,5.85E+08
-3.22E-04,2.54E-05,5.82E+08
-3.47E-04,-5.99E-15,5.83E+08
-2.98E-04,-5.99E-15,5.81E+08
-2.73E-04,2.54E-05,5.81E+08
-2.48E-04,5.08E-05,5.80E+08
-2.23E-04,7.62E-05,5.79E+08
-1.98E-04,1.02E-04,5.78E+08
-1.74E-04,1.27E-04,5.77E+08
-1.49E-04,1.52E-04,5.77E+08
-2.98E-04,5.08E-05,5.82E+08
-2.73E-04,7.62E-05,5.81E+08
-2.48E-04,1.02E-04,5.80E+08
-2.23E-04,1.27E-04,5.79E+08
-1.98E-04,1.52E-04,5.78E+08
-3.22E-04,7.62E-05,5.82E+08
-2.98E-04,1.02E-04,5.82E+08
-2.73E-04,1.27E-04,5.81E+08
-2.48E-04,1.52E-04,5.80E+08
-3.47E-04,1.02E-04,5.83E+08
-3.22E-04,1.27E-04,5.82E+08
-2.98E-04,1.52E-04,5.82E+08
-3.72E-04,1.27E-04,5.84E+08
-3.47E-04,1.52E-04,5.83E+08
-3.97E-04,1.52E-04,5.85E+08
-4.22E-04,1.78E-04,5.85E+08
-3.97E-04,2.03E-04,5.85E+08
-3.72E-04,2.29E-04,5.84E+08
-3.47E-04,2.54E-04,5.83E+08
-3.22E-04,2.79E-04,5.82E+08
-2.98E-04,3.05E-04,5.81E+08
-4.46E-04,2.03E-04,5.86E+08
-4.22E-04,2.29E-04,5.85E+08
-3.97E-04,2.54E-04,5.84E+08
-3.72E-04,2.79E-04,5.84E+08
-3.47E-04,3.05E-04,5.83E+08
-4.71E-04,2.29E-04,5.87E+08
-4.46E-04,2.54E-04,5.86E+08
-4.22E-04,2.79E-04,5.85E+08
-3.97E-04,3.05E-04,5.84E+08
-4.96E-04,2.54E-04,5.88E+08
-4.71E-04,2.79E-04,5.87E+08
-4.46E-04,3.05E-04,5.86E+08
-5.21E-04,2.79E-04,5.88E+08
-4.96E-04,3.05E-04,5.88E+08
-5.46E-04,3.05E-04,5.89E+08
-2.73E-04,2.79E-04,5.80E+08
-2.98E-04,2.54E-04,5.82E+08
-3.22E-04,2.29E-04,5.82E+08
-3.47E-04,2.03E-04,5.83E+08
-3.72E-04,1.78E-04,5.84E+08
-2.48E-04,2.54E-04,5.80E+08
-2.73E-04,2.29E-04,5.81E+08
-2.98E-04,2.03E-04,5.82E+08
-3.22E-04,1.78E-04,5.82E+08
-2.23E-04,2.29E-04,5.79E+08
-2.48E-04,2.03E-04,5.80E+08
-2.73E-04,1.78E-04,5.81E+08
-1.98E-04,2.03E-04,5.78E+08
-2.23E-04,1.78E-04,5.79E+08
-1.74E-04,1.78E-04,5.77E+08
-1.24E-04,1.27E-04,5.76E+08
-1.49E-04,1.02E-04,5.77E+08
-1.74E-04,7.62E-05,5.77E+08
-1.98E-04,5.08E-05,5.78E+08
-2.23E-04,2.54E-05,5.79E+08
-2.48E-04,-5.99E-15,5.80E+08
-9.92E-05,1.02E-04,5.75E+08
-1.24E-04,7.62E-05,5.76E+08
-1.49E-04,5.08E-05,5.77E+08
-1.74E-04,2.54E-05,5.77E+08
-1.98E-04,-5.99E-15,5.78E+08
-7.44E-05,7.62E-05,5.74E+08
-9.92E-05,5.08E-05,5.75E+08
-1.24E-04,2.54E-05,5.76E+08
-1.49E-04,-5.99E-15,5.77E+08
-4.96E-05,5.08E-05,5.74E+08
-7.44E-05,2.54E-05,5.74E+08
-9.92E-05,-5.99E-15,5.75E+08
-2.48E-05,2.54E-05,5.73E+08
-4.96E-05,-5.99E-15,5.74E+08
-1.31E-15,-5.99E-15,5.72E+08
2.48E-05,2.54E-05,5.71E+08
4.96E-05,5.08E-05,5.71E+08
7.44E-05,7.62E-05,5.70E+08
9.92E-05,1.02E-04,5.69E+08
1.24E-04,1.27E-04,5.68E+08
1.49E-04,1.52E-04,5.68E+08
-1.31E-15,5.08E-05,5.72E+08
2.48E-05,7.62E-05,5.71E+08
4.96E-05,1.02E-04,5.71E+08
7.44E-05,1.27E-04,5.70E+08
9.92E-05,1.52E-04,5.69E+08
-2.48E-05,7.62E-05,5.73E+08
-1.31E-15,1.02E-04,5.72E+08
2.48E-05,1.27E-04,5.71E+08
4.96E-05,1.52E-04,5.71E+08
-4.96E-05,1.02E-04,5.74E+08
-2.48E-05,1.27E-04,5.73E+08
-1.31E-15,1.52E-04,5.72E+08
-7.44E-05,1.27E-04,5.75E+08
-4.96E-05,1.52E-04,5.74E+08
-9.92E-05,1.52E-04,5.75E+08
-1.31E-15,3.05E-04,5.72E+08
-2.48E-05,2.79E-04,5.73E+08
-4.96E-05,2.54E-04,5.74E+08
-7.44E-05,2.29E-04,5.74E+08
-9.92E-05,2.03E-04,5.75E+08
-1.24E-04,1.78E-04,5.76E+08
2.48E-05,2.79E-04,5.71E+08
-1.31E-15,2.54E-04,5.72E+08
-2.48E-05,2.29E-04,5.73E+08
-4.96E-05,2.03E-04,5.74E+08
-7.44E-05,1.78E-04,5.75E+08
4.96E-05,2.54E-04,5.70E+08
2.48E-05,2.29E-04,5.71E+08
-1.31E-15,2.03E-04,5.72E+08
-2.48E-05,1.78E-04,5.73E+08
7.44E-05,2.29E-04,5.70E+08
4.96E-05,2.03E-04,5.71E+08
2.48E-05,1.78E-04,5.71E+08
9.92E-05,2.03E-04,5.69E+08
7.44E-05,1.78E-04,5.70E+08
1.24E-04,1.78E-04,5.68E+08
-1.49E-04,2.03E-04,5.76E+08
-1.24E-04,2.29E-04,5.76E+08
-9.92E-05,2.54E-04,5.75E+08
-7.44E-05,2.79E-04,5.74E+08
-4.96E-05,3.05E-04,5.73E+08
-1.74E-04,2.29E-04,5.77E+08
-1.49E-04,2.54E-04,5.76E+08
-1.24E-04,2.79E-04,5.76E+08
-9.92E-05,3.05E-04,5.75E+08
-1.98E-04,2.54E-04,5.78E+08
-1.74E-04,2.79E-04,5.77E+08
-1.49E-04,3.05E-04,5.76E+08
-2.23E-04,2.79E-04,5.79E+08
-1.98E-04,3.05E-04,5.78E+08
-2.48E-04,3.05E-04,5.79E+08
1.74E-04,1.27E-04,5.67E+08
1.49E-04,1.02E-04,5.67E+08
1.24E-04,7.62E-05,5.68E+08
9.92E-05,5.08E-05,5.69E+08
7.44E-05,2.54E-05,5.70E+08
4.96E-05,-5.99E-15,5.70E+08
1.98E-04,1.02E-04,5.66E+08
1.74E-04,7.62E-05,5.67E+08
