x,y,z
0.00396875,-0.03227401003,0.000253999999999
0.0039682332718424,-0.0314115802202265,0.0002538647586064
0.0039691917936877,-0.0305515572687416,0.0002538556193225
0.0039844932990302,-0.0296955825592833,0.0002538399930939
0.004050616407744,-0.0288642571212779,0.0002536881994075
0.0041749356043224,-0.0281280737861974,0.000253652704442
0.0042966102034071,-0.027511529085206,0.0002536663283687
0.0043749576341637,-0.0269782922110184,0.0002537225998481
0.004403406531238,-0.0264916969673889,0.0002537093368123
0.0043878256883466,-0.0260299696735663,0.000253790104878
0.0043366261514594,-0.0255822401628683,0.0002538178854443
0.0042578529818418,-0.0251442891607198,0.0002537779225159
0.0041578323951601,-0.0247156898454602,0.0002537784261888
0.0040412898649826,-0.024298059668646,0.0002537386009284
0.0039114491408159,-0.0238943106816994,0.0002537269418922
0.003769136588654,-0.0235089580686692,0.0002537564026508
0.0036096029032077,-0.0231485779879579,0.0002536553648649
0.0034108819922261,-0.0228184769050562,0.0002538362469482
0.0031155110411689,-0.0224829626336166,0.0002537211274882
0.0027175655884158,-0.0218915156606129,0.0002540671546209
0.0025969581256975,-0.0210507501855491,0.0002540083101489
0.0024812411404062,-0.0205893040645468,0.0002536962252113
0.0022480309846454,-0.0202561304781759,0.0002534717521968
0.0019508796201083,-0.0199859871226674,0.000253297303711
0.0016130699501564,-0.0197626411141935,0.0002533281364607
0.0012435875687549,-0.0195713767290575,0.0002533546646204
0.0008396010179775,-0.0193993147967887,0.0002533234243278
0.0003918942174462,-0.0192373560366309,0.0002533270946758
-0.0001113057470076,-0.0190807243177354,0.0002533283972599
-0.000679591694488,-0.0189268414216644,0.0002533296838588
-0.0013188413710267,-0.0187696739063412,0.0002533330815971
-0.0020347887387272,-0.0185986412785712,0.0002533369612929
-0.0028329885455701,-0.0184032177118149,0.0002533506148019
-0.0037103987661759,-0.0181712447556134,0.0002533553416417
-0.004666837776679,-0.0178796090793976,0.0002548154373472
-0.0052591341630138,-0.0176368666417868,0.0004667452870563
-0.0058051901599231,-0.0173974298484337,0.0004841180691595
-0.0064336400322901,-0.0171207313861767,0.0004847507195724
-0.0071179599866677,-0.0168022714251256,0.0004847724089687
-0.0078507463214188,-0.0164335041031436,0.0004847719693707
-0.0086249397388285,-0.0160049075760249,0.0004847650179311
-0.0094343322163061,-0.0155099617875647,0.0004847525553811
-0.0102660076371319,-0.0149430764741743,0.0004847549761632
-0.0111092388127293,-0.0143032346169793,0.0004847558389612
-0.0119430053266288,-0.013592747101308,0.0004847282239637
-0.0127521654453135,-0.012822581622746,0.0004847108131664
-0.0135162601916325,-0.0120030109354993,0.0004847179940752
-0.014221931540675,-0.0111551897872998,0.0004847105302101
-0.0148606398857176,-0.01029131345963,0.0004847144911858
-0.0154274862569026,-0.0094298264915212,0.0004847233167403
-0.0159248942497998,-0.008578480060961,0.0004847299913005
-0.0163558756845777,-0.0077458654671238,0.0004847394600353
-0.0167267214210334,-0.0069339891657274,0.0004847352878531
-0.0170435528032361,-0.0061456682465952,0.000484734155049
-0.0173114988226218,-0.0053819963616539,0.0004847354868067
-0.0175334249489843,-0.0046401852929407,0.0004847337534435
-0.0177127547322616,-0.0039109864775886,0.0004847284062649
-0.0178553069257147,-0.0031858185782743,0.0004847303578628
-0.0179656945163687,-0.0024619772847512,0.0004847304359005
-0.0180455196306333,-0.0017396077718056,0.0004847289671495
-0.0180953381853234,-0.0010186932755658,0.0004847282753477
-0.0181155495613087,-0.0002992852484404,0.0004847284013769
-0.0181062002497254,0.0004189136744873,0.0004847285042741
-0.0180676255340599,0.0011362842378098,0.0004847267354517
-0.0180000760812267,0.0018525171143648,0.0004847258877202
-0.0179036880680961,0.0025670924906576,0.0004847421848809
-0.0177782972918601,0.0032796873282864,0.00048548628519
-0.0176122274137337,0.0040247953551993,0.0005314539206394
-0.0174141112821894,0.0047307035520603,0.0007639291961051
-0.0172637525391079,0.0051654625146775,0.0009359600250378
-0.01709273063497,0.0056347726197532,0.000960376474492
-0.0168965463203923,0.0061387835308601,0.0009641123374558
-0.0166771405979018,0.006659928209736,0.0009646619813121
-0.0164334670967589,0.0071941110566024,0.0009647435805205
-0.0161638940720334,0.0077394665237496,0.0009647536691413
-0.0158659447771305,0.0082948073513401,0.0009647544877137
-0.0155379817078888,0.0088596197008648,0.0009647522576198
-0.0151795979283149,0.0094309415975299,0.0009647747594362
-0.0147885325004912,0.0100056915652301,0.0009647753434956
-0.014364918083189,0.0105823869277876,0.0009647973303794
-0.0139113838641172,0.0111541010829162,0.0009648102189362
-0.0134265165794879,0.0117170248467167,0.0009648075997621
-0.0129156423098364,0.0122678418032527,0.0009648255869152
-0.0123828727579978,0.0127976519906351,0.000964828898972
-0.011829737476159,0.0133056253970516,0.0009648416688123
-0.0112654583323789,0.0137866008329964,0.0009648331003814
-0.0106923451661687,0.0142363615390827,0.0009647995152244
-0.0101151387930365,0.0146561518018485,0.0009647956613266
-0.0095401480448572,0.015043079523592,0.0009647938898141
-0.0089685764548772,0.0153976586708842,0.0009647946171671
-0.008403874659965,0.0157219901905888,0.0009647890564877
-0.0078485353725843,0.0160163860501188,0.0009647867331858
-0.0073029918204836,0.0162827512285188,0.0009647941517292
-0.006768441322166,0.0165235123183847,0.0009648697897836
-0.0062457524227043,0.0167405158858846,0.0009654443144878
-0.0057327059240241,0.0169364833513403,0.0009692636200494
-0.0052077371401473,0.0171182608982561,0.0009904421252917
-0.0045822605095805,0.017305767352408,0.0010250603763917
-0.0039277135209054,0.0174729888549779,0.0010029852649934
-0.0033981968880284,0.0175855191505583,0.0009742418289981
